"Date","Price","Open","High","Low","Change %"
"Jan 31, 2018","6.2888","6.3302","6.3353","6.2882","-0.56%"
"Feb 01, 2018","6.2995","6.2956","6.3096","6.2885","0.17%"
"Feb 02, 2018","6.3014","6.2823","6.3041","6.2707","0.03%"
"Feb 05, 2018","6.2900","6.3064","6.3097","6.2867","-0.18%"
"Feb 06, 2018","6.2833","6.2978","6.3010","6.2689","-0.11%"
"Feb 07, 2018","6.2694","6.2645","6.2703","6.2565","-0.22%"
"Feb 08, 2018","6.3270","6.2899","6.3449","6.2854","0.92%"
"Feb 09, 2018","6.2969","6.3253","6.3318","6.2933","-0.48%"
"Feb 12, 2018","6.3275","6.2939","6.3328","6.2875","0.49%"
"Feb 13, 2018","6.3410","6.3281","6.3505","6.3240","0.21%"
"Feb 14, 2018","6.3482","6.3393","6.3574","6.3339","0.11%"
"Feb 15, 2018","6.3482","6.3482","6.3482","6.3482","0.00%"
"Feb 16, 2018","6.3482","6.3482","6.3482","6.3482","0.00%"
"Feb 19, 2018","6.3482","6.3482","6.3482","6.3482","0.00%"
"Feb 20, 2018","6.3482","6.3482","6.3482","6.3482","0.00%"
"Feb 21, 2018","6.3482","6.3482","6.3482","6.3482","0.00%"
"Feb 22, 2018","6.3500","6.3479","6.3655","6.3456","0.03%"
"Feb 23, 2018","6.3373","6.3498","6.3523","6.3354","-0.20%"
"Feb 26, 2018","6.3160","6.3266","6.3281","6.3078","-0.34%"
"Feb 27, 2018","6.3170","6.3001","6.3172","6.2932","0.02%"
"Feb 28, 2018","6.3311","6.3345","6.3369","6.3247","0.22%"
"Mar 01, 2018","6.3582","6.3295","6.3602","6.3295","0.43%"
"Mar 02, 2018","6.3454","6.3446","6.3627","6.3406","-0.20%"
"Mar 05, 2018","6.3495","6.3285","6.3496","6.3281","0.06%"
"Mar 06, 2018","6.3098","6.3350","6.3479","6.3098","-0.63%"
"Mar 07, 2018","6.3255","6.3269","6.3333","6.3196","0.25%"
"Mar 08, 2018","6.3422","6.3333","6.3424","6.3262","0.26%"
"Mar 09, 2018","6.3325","6.3501","6.3557","6.3325","-0.15%"
"Mar 12, 2018","6.3300","6.3301","6.3352","6.3241","-0.04%"
"Mar 13, 2018","6.3216","6.3223","6.3363","6.3216","-0.13%"
"Mar 14, 2018","6.3180","6.3220","6.3261","6.3100","-0.06%"
"Mar 15, 2018","6.3221","6.3080","6.3244","6.3071","0.06%"
"Mar 16, 2018","6.3350","6.3352","6.3377","6.3259","0.20%"
"Mar 19, 2018","6.3322","6.3372","6.3397","6.3302","-0.04%"
"Mar 20, 2018","6.3340","6.3255","6.3344","6.3246","0.03%"
"Mar 21, 2018","6.3232","6.3364","6.3373","6.3232","-0.17%"
"Mar 22, 2018","6.3350","6.3156","6.3361","6.3155","0.19%"
"Mar 23, 2018","6.3160","6.3351","6.3382","6.3160","-0.30%"
"Mar 26, 2018","6.2734","6.3139","6.3208","6.2734","-0.67%"
"Mar 27, 2018","6.2831","6.2596","6.2866","6.2460","0.15%"
"Mar 28, 2018","6.2979","6.2706","6.3010","6.2705","0.24%"
"Mar 29, 2018","6.2898","6.2993","6.3063","6.2832","-0.13%"
"Mar 30, 2018","6.2753","6.2855","6.2882","6.2660","-0.23%"
"Apr 02, 2018","6.2805","6.2692","6.2843","6.2692","0.08%"
"Apr 03, 2018","6.2899","6.2833","6.2915","6.2833","0.15%"
"Apr 04, 2018","6.3052","6.2898","6.3098","6.2851","0.24%"
"Apr 05, 2018","6.3052","6.3052","6.3052","6.3052","0.00%"
"Apr 06, 2018","6.3052","6.3052","6.3052","6.3052","0.00%"
"Apr 09, 2018","6.3070","6.3031","6.3203","6.2975","0.03%"
"Apr 10, 2018","6.2832","6.3079","6.3102","6.2828","-0.38%"
"Apr 11, 2018","6.2690","6.2855","6.2911","6.2680","-0.23%"
"Apr 12, 2018","6.2915","6.2736","6.2942","6.2734","0.36%"
"Apr 13, 2018","6.2750","6.2896","6.2953","6.2750","-0.26%"
"Apr 16, 2018","6.2765","6.2763","6.2874","6.2755","0.02%"
"Apr 17, 2018","6.2826","6.2736","6.2871","6.2735","0.10%"
"Apr 18, 2018","6.2744","6.2870","6.2919","6.2721","-0.13%"
"Apr 19, 2018","6.2791","6.2810","6.2831","6.2633","0.07%"
"Apr 20, 2018","6.2965","6.2888","6.2984","6.2837","0.28%"
"Apr 23, 2018","6.3171","6.2965","6.3173","6.2895","0.33%"
"Apr 24, 2018","6.3065","6.3223","6.3227","6.3055","-0.17%"
"Apr 25, 2018","6.3266","6.3064","6.3299","6.3034","0.32%"
"Apr 26, 2018","6.3365","6.3273","6.3369","6.3214","0.16%"
"Apr 27, 2018","6.3332","6.3368","6.3472","6.3281","-0.05%"
"Apr 30, 2018","6.3332","6.3332","6.3332","6.3332","0.00%"
"May 01, 2018","6.3332","6.3332","6.3332","6.3332","0.00%"
"May 02, 2018","6.3624","6.3540","6.3659","6.3540","0.46%"
"May 03, 2018","6.3537","6.3633","6.3712","6.3472","-0.14%"
"May 04, 2018","6.3627","6.3482","6.3669","6.3449","0.14%"
"May 07, 2018","6.3667","6.3528","6.3694","6.3488","0.06%"
"May 08, 2018","6.3706","6.3647","6.3708","6.3605","0.06%"
"May 09, 2018","6.3624","6.3784","6.3861","6.3606","-0.13%"
"May 10, 2018","6.3492","6.3730","6.3742","6.3448","-0.21%"
"May 11, 2018","6.3341","6.3376","6.3491","6.3255","-0.24%"
"May 14, 2018","6.3392","6.3338","6.3438","6.3338","0.08%"
"May 15, 2018","6.3778","6.3422","6.3804","6.3422","0.61%"
"May 16, 2018","6.3715","6.3766","6.3804","6.3647","-0.10%"
"May 17, 2018","6.3671","6.3723","6.3723","6.3574","-0.07%"
"May 18, 2018","6.3800","6.3730","6.3817","6.3691","0.20%"
"May 21, 2018","6.3835","6.3797","6.3947","6.3775","0.05%"
"May 22, 2018","6.3675","6.3750","6.3793","6.3657","-0.25%"
"May 23, 2018","6.3885","6.3695","6.3913","6.3695","0.33%"
"May 24, 2018","6.3783","6.3896","6.3972","6.3773","-0.16%"
"May 25, 2018","6.3918","6.3883","6.3929","6.3849","0.21%"
"May 28, 2018","6.3993","6.3893","6.4007","6.3887","0.12%"
"May 29, 2018","6.4176","6.4088","6.4230","6.4047","0.29%"
"May 30, 2018","6.4190","6.4207","6.4345","6.4161","0.02%"
"May 31, 2018","6.4103","6.4174","6.4175","6.3995","-0.14%"
"Jun 01, 2018","6.4204","6.4098","6.4217","6.4095","0.16%"
"Jun 04, 2018","6.4100","6.4230","6.4279","6.4062","-0.16%"
"Jun 05, 2018","6.4061","6.4065","6.4145","6.4001","-0.06%"
"Jun 06, 2018","6.3884","6.4072","6.4072","6.3862","-0.28%"
"Jun 07, 2018","6.3921","6.3899","6.3987","6.3897","0.06%"
"Jun 08, 2018","6.4066","6.4005","6.4148","6.4004","0.23%"
"Jun 11, 2018","6.4017","6.4068","6.4101","6.4012","-0.08%"
"Jun 12, 2018","6.4028","6.4110","6.4122","6.4022","0.02%"
"Jun 13, 2018","6.3984","6.4133","6.4140","6.3969","-0.07%"
"Jun 14, 2018","6.4017","6.3986","6.4048","6.3929","0.05%"
"Jun 15, 2018","6.4394","6.4195","6.4394","6.4131","0.59%"
"Jun 18, 2018","6.4394","6.4394","6.4394","6.4394","0.00%"
"Jun 19, 2018","6.4852","6.4428","6.4853","6.4428","0.71%"
"Jun 20, 2018","6.4738","6.4655","6.4811","6.4655","-0.18%"
"Jun 21, 2018","6.4932","6.4819","6.5093","6.4819","0.30%"
"Jun 22, 2018","6.5059","6.4947","6.5098","6.4947","0.20%"
"Jun 25, 2018","6.5400","6.5039","6.5474","6.5039","0.52%"
"Jun 26, 2018","6.5793","6.5373","6.5818","6.5369","0.60%"
"Jun 27, 2018","6.6046","6.5859","6.6199","6.5859","0.38%"
"Jun 28, 2018","6.6271","6.6181","6.6335","6.6090","0.34%"
"Jun 29, 2018","6.6210","6.6305","6.6429","6.6085","-0.09%"
"Jul 02, 2018","6.6680","6.6317","6.6681","6.6311","0.71%"
"Jul 03, 2018","6.6425","6.7089","6.7225","6.6410","-0.38%"
"Jul 04, 2018","6.6325","6.6403","6.6403","6.6040","-0.15%"
"Jul 05, 2018","6.6371","6.6298","6.6478","6.6298","0.07%"
"Jul 06, 2018","6.6435","6.6380","6.6685","6.6380","0.10%"
"Jul 09, 2018","6.6161","6.6429","6.6444","6.6135","-0.41%"
"Jul 10, 2018","6.6298","6.5983","6.6354","6.5983","0.21%"
"Jul 11, 2018","6.6812","6.6734","6.6832","6.6563","0.78%"
"Jul 12, 2018","6.6677","6.7022","6.7064","6.6633","-0.20%"
"Jul 13, 2018","6.6917","6.6578","6.7054","6.6525","0.36%"
"Jul 16, 2018","6.6911","6.6919","6.7087","6.6751","-0.01%"
"Jul 17, 2018","6.7065","6.6931","6.7081","6.6760","0.23%"
"Jul 18, 2018","6.7196","6.7065","6.7233","6.6986","0.20%"
"Jul 19, 2018","6.7751","6.7249","6.7881","6.7242","0.83%"
"Jul 20, 2018","6.7709","6.7790","6.8155","6.7699","-0.06%"
"Jul 23, 2018","6.7929","6.7536","6.7965","6.7403","0.32%"
"Jul 24, 2018","6.7914","6.8146","6.8248","6.7913","-0.02%"
"Jul 25, 2018","6.7697","6.7951","6.8088","6.7573","-0.32%"
"Jul 26, 2018","6.7927","6.7424","6.7958","6.7423","0.34%"
"Jul 27, 2018","6.8137","6.8080","6.8409","6.8018","0.31%"
"Jul 30, 2018","6.8150","6.8208","6.8437","6.8150","0.02%"
"Jul 31, 2018","6.8127","6.8349","6.8450","6.8127","-0.03%"
"Aug 01, 2018","6.8227","6.8294","6.8369","6.7957","0.15%"
"Aug 02, 2018","6.8428","6.8094","6.8514","6.8093","0.29%"
"Aug 03, 2018","6.8332","6.8584","6.8949","6.8332","-0.14%"
"Aug 06, 2018","6.8535","6.8276","6.8541","6.8010","0.30%"
"Aug 07, 2018","6.8317","6.8509","6.8658","6.8223","-0.32%"
"Aug 08, 2018","6.8357","6.8067","6.8414","6.8002","0.06%"
"Aug 09, 2018","6.8210","6.8276","6.8381","6.8130","-0.22%"
"Aug 10, 2018","6.8471","6.8360","6.8610","6.8308","0.38%"
"Aug 13, 2018","6.8912","6.8763","6.8913","6.8699","0.64%"
"Aug 14, 2018","6.8842","6.8872","6.8973","6.8799","-0.10%"
"Aug 15, 2018","6.9347","6.8921","6.9348","6.8878","0.73%"
"Aug 16, 2018","6.8825","6.9227","6.9227","6.8816","-0.75%"
"Aug 17, 2018","6.8775","6.8687","6.8967","6.8687","-0.07%"
"Aug 20, 2018","6.8577","6.8626","6.8694","6.8467","-0.29%"
"Aug 21, 2018","6.8472","6.8382","6.8523","6.8338","-0.15%"
"Aug 22, 2018","6.8417","6.8389","6.8490","6.8389","-0.08%"
"Aug 23, 2018","6.8777","6.8559","6.8799","6.8558","0.53%"
"Aug 24, 2018","6.8070","6.8755","6.8947","6.8070","-1.03%"
"Aug 27, 2018","6.8156","6.8168","6.8266","6.8064","0.13%"
"Aug 28, 2018","6.8030","6.8134","6.8214","6.7984","-0.18%"
"Aug 29, 2018","6.8213","6.8013","6.8299","6.8013","0.27%"
"Aug 30, 2018","6.8445","6.8216","6.8446","6.8216","0.34%"
"Aug 31, 2018","6.8315","6.8472","6.8485","6.8230","-0.19%"
"Sep 03, 2018","6.8228","6.8434","6.8469","6.8174","-0.13%"
"Sep 04, 2018","6.8442","6.8240","6.8453","6.8061","0.31%"
"Sep 05, 2018","6.8305","6.8303","6.8469","6.8292","-0.20%"
"Sep 06, 2018","6.8355","6.8298","6.8424","6.8239","0.07%"
"Sep 07, 2018","6.8438","6.8333","6.8498","6.8265","0.12%"
"Sep 10, 2018","6.8556","6.8479","6.8668","6.8479","0.17%"
"Sep 11, 2018","6.8730","6.8656","6.8791","6.8582","0.25%"
"Sep 12, 2018","6.8606","6.8736","6.8826","6.8606","-0.18%"
"Sep 13, 2018","6.8447","6.8368","6.8542","6.8283","-0.23%"
"Sep 14, 2018","6.8690","6.8447","6.8690","6.8447","0.36%"
"Sep 17, 2018","6.8570","6.8695","6.8781","6.8558","-0.17%"
"Sep 18, 2018","6.8615","6.8552","6.8806","6.8552","0.07%"
"Sep 19, 2018","6.8483","6.8653","6.8676","6.8473","-0.19%"
"Sep 20, 2018","6.8468","6.8515","6.8583","6.8403","-0.02%"
"Sep 21, 2018","6.8571","6.8357","6.8604","6.8337","0.15%"
"Sep 24, 2018","6.8571","6.8571","6.8571","6.8571","0.00%"
"Sep 25, 2018","6.8665","6.8608","6.8842","6.8605","0.14%"
"Sep 26, 2018","6.8786","6.8748","6.8803","6.8708","0.18%"
"Sep 27, 2018","6.8902","6.8788","6.8933","6.8700","0.17%"
"Sep 28, 2018","6.8689","6.8872","6.8904","6.8678","-0.31%"
"Oct 01, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Oct 02, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Oct 03, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Oct 04, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Oct 05, 2018","6.8689","6.8689","6.8689","6.8689","0.00%"
"Oct 08, 2018","6.9307","6.9040","6.9339","6.8947","0.90%"
"Oct 09, 2018","6.9228","6.9300","6.9300","6.9082","-0.11%"
"Oct 10, 2018","6.9242","6.9227","6.9259","6.9169","0.02%"
"Oct 11, 2018","6.8899","6.9243","6.9350","6.8899","-0.50%"
"Oct 12, 2018","6.9224","6.8915","6.9322","6.8915","0.47%"
"Oct 15, 2018","6.9168","6.9232","6.9336","6.9164","-0.08%"
"Oct 16, 2018","6.9120","6.9153","6.9277","6.9071","-0.07%"
"Oct 17, 2018","6.9275","6.9115","6.9298","6.9114","0.22%"
"Oct 18, 2018","6.9376","6.9349","6.9429","6.9340","0.15%"
"Oct 19, 2018","6.9297","6.9402","6.9422","6.9267","-0.11%"
"Oct 22, 2018","6.9474","6.9320","6.9477","6.9320","0.26%"
"Oct 23, 2018","6.9383","6.9453","6.9454","6.9358","-0.13%"
"Oct 24, 2018","6.9440","6.9405","6.9456","6.9369","0.08%"
"Oct 25, 2018","6.9489","6.9442","6.9527","6.9422","0.07%"
"Oct 26, 2018","6.9435","6.9535","6.9652","6.9351","-0.08%"
"Oct 29, 2018","6.9619","6.9402","6.9629","6.9401","0.26%"
"Oct 30, 2018","6.9672","6.9615","6.9720","6.9592","0.08%"
"Oct 31, 2018","6.9756","6.9680","6.9783","6.9638","0.12%"
"Nov 01, 2018","6.9233","6.9686","6.9724","6.9216","-0.75%"
"Nov 02, 2018","6.8907","6.9108","6.9328","6.8689","-0.47%"
"Nov 05, 2018","6.9257","6.8902","6.9308","6.8902","0.51%"
"Nov 06, 2018","6.9195","6.9268","6.9307","6.9137","-0.09%"
"Nov 07, 2018","6.9200","6.9256","6.9435","6.9145","0.01%"
"Nov 08, 2018","6.9345","6.9254","6.9394","6.9254","0.21%"
"Nov 09, 2018","6.9567","6.9399","6.9567","6.9399","0.32%"
"Nov 12, 2018","6.9635","6.9519","6.9704","6.9490","0.10%"
"Nov 13, 2018","6.9560","6.9657","6.9710","6.9496","-0.11%"
"Nov 14, 2018","6.9505","6.9491","6.9551","6.9463","-0.08%"
"Nov 15, 2018","6.9392","6.9428","6.9473","6.9329","-0.16%"
"Nov 16, 2018","6.9380","6.9392","6.9518","6.9297","-0.02%"
"Nov 19, 2018","6.9420","6.9348","6.9472","6.9347","0.06%"
"Nov 20, 2018","6.9452","6.9438","6.9468","6.9367","0.05%"
"Nov 21, 2018","6.9270","6.9435","6.9519","6.9270","-0.26%"
"Nov 22, 2018","6.9320","6.9316","6.9389","6.9230","0.07%"
"Nov 23, 2018","6.9485","6.9328","6.9496","6.9320","0.24%"
"Nov 26, 2018","6.9407","6.9466","6.9481","6.9341","-0.11%"
"Nov 27, 2018","6.9515","6.9491","6.9552","6.9446","0.16%"
"Nov 28, 2018","6.9539","6.9499","6.9574","6.9499","0.03%"
"Nov 29, 2018","6.9425","6.9437","6.9477","6.9353","-0.16%"
"Nov 30, 2018","6.9605","6.9496","6.9605","6.9449","0.26%"
"Dec 03, 2018","6.8831","6.9275","6.9367","6.8831","-1.11%"
"Dec 04, 2018","6.8373","6.8836","6.8916","6.8338","-0.67%"
"Dec 05, 2018","6.8567","6.8518","6.8712","6.8458","0.28%"
"Dec 06, 2018","6.8827","6.8559","6.8970","6.8559","0.38%"
"Dec 07, 2018","6.8757","6.8800","6.8919","6.8682","-0.10%"
"Dec 10, 2018","6.9117","6.8918","6.9182","6.8860","0.52%"
"Dec 11, 2018","6.9000","6.9185","6.9185","6.8950","-0.17%"
"Dec 12, 2018","6.8800","6.8849","6.8951","6.8769","-0.29%"
"Dec 13, 2018","6.8816","6.8776","6.8837","6.8641","0.02%"
"Dec 14, 2018","6.9077","6.8883","6.9078","6.8869","0.38%"
"Dec 17, 2018","6.8972","6.9009","6.9035","6.8927","-0.15%"
"Dec 18, 2018","6.8951","6.8917","6.9017","6.8882","-0.03%"
"Dec 19, 2018","6.8922","6.8908","6.8983","6.8873","-0.04%"
"Dec 20, 2018","6.8851","6.9050","6.9150","6.8836","-0.10%"
"Dec 21, 2018","6.9065","6.8818","6.9078","6.8818","0.31%"
"Dec 24, 2018","6.8991","6.9078","6.9131","6.8949","-0.11%"
"Dec 25, 2018","6.8872","6.8961","6.8979","6.8765","-0.17%"
"Dec 26, 2018","6.8854","6.8873","6.8919","6.8761","-0.03%"
"Dec 27, 2018","6.8663","6.8899","6.8964","6.8635","-0.28%"
"Dec 28, 2018","6.8785","6.8648","6.8785","6.8500","0.18%"
"Dec 31, 2018","6.8785","6.8785","6.8785","6.8785","0.00%"
"Jan 01, 2019","6.8785","6.8785","6.8785","6.8785","0.00%"
"Jan 02, 2019","6.8620","6.8631","6.8694","6.8506","-0.24%"
"Jan 03, 2019","6.8720","6.8640","6.8840","6.8640","0.15%"
"Jan 04, 2019","6.8692","6.8687","6.8737","6.8639","-0.04%"
"Jan 07, 2019","6.8510","6.8507","6.8531","6.8440","-0.26%"
"Jan 08, 2019","6.8532","6.8443","6.8623","6.8438","0.03%"
"Jan 09, 2019","6.8165","6.8485","6.8485","6.8165","-0.54%"
"Jan 10, 2019","6.7885","6.8173","6.8235","6.7733","-0.41%"
"Jan 11, 2019","6.7630","6.7933","6.7934","6.7394","-0.38%"
"Jan 14, 2019","6.7681","6.7433","6.7714","6.7349","0.08%"
"Jan 15, 2019","6.7610","6.7465","6.7613","6.7392","-0.10%"
"Jan 16, 2019","6.7568","6.7729","6.7824","6.7550","-0.06%"
"Jan 17, 2019","6.7764","6.7465","6.7797","6.7465","0.29%"
"Jan 18, 2019","6.7790","6.7721","6.7830","6.7692","0.04%"
"Jan 21, 2019","6.7980","6.7966","6.8019","6.7866","0.28%"
"Jan 22, 2019","6.8080","6.7912","6.8112","6.7912","0.15%"
"Jan 23, 2019","6.7920","6.8050","6.8058","6.7782","-0.24%"
"Jan 24, 2019","6.7885","6.7821","6.8013","6.7793","-0.05%"
"Jan 25, 2019","6.7472","6.7919","6.7929","6.7471","-0.61%"
"Jan 28, 2019","6.7453","6.7415","6.7459","6.7215","-0.03%"
"Jan 29, 2019","6.7329","6.7467","6.7554","6.7300","-0.18%"
"Jan 30, 2019","6.7165","6.7354","6.7354","6.7081","-0.24%"
"Jan 31, 2019","6.7008","6.6996","6.7160","6.6955","-0.23%"
"Feb 01, 2019","6.7448","6.7005","6.7448","6.7005","0.66%"
"Feb 04, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 05, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 06, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 07, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 08, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 11, 2019","6.7923","6.7435","6.7939","6.7435","0.70%"
"Feb 12, 2019","6.7740","6.7912","6.7956","6.7661","-0.27%"
"Feb 13, 2019","6.7604","6.7584","6.7665","6.7506","-0.20%"
"Feb 14, 2019","6.7721","6.7677","6.7780","6.7583","0.17%"
"Feb 15, 2019","6.7730","6.7757","6.7864","6.7684","0.01%"
"Feb 18, 2019","6.7667","6.7725","6.7725","6.7526","-0.09%"
"Feb 19, 2019","6.7587","6.7729","6.7825","6.7564","-0.12%"
"Feb 20, 2019","6.7212","6.7373","6.7415","6.7140","-0.55%"
"Feb 21, 2019","6.7197","6.7199","6.7263","6.6888","-0.02%"
"Feb 22, 2019","6.7142","6.7314","6.7368","6.7114","-0.08%"
"Feb 25, 2019","6.6894","6.7167","6.7167","6.6768","-0.37%"
"Feb 26, 2019","6.7002","6.6893","6.7066","6.6893","0.16%"
"Feb 27, 2019","6.6872","6.6937","6.6984","6.6783","-0.19%"
"Feb 28, 2019","6.6942","6.6876","6.6943","6.6790","0.10%"
"Mar 01, 2019","6.7064","6.6943","6.7112","6.6942","0.18%"
"Mar 04, 2019","6.7073","6.7086","6.7086","6.6868","0.01%"
"Mar 05, 2019","6.7076","6.7077","6.7085","6.6970","0.00%"
"Mar 06, 2019","6.7119","6.7064","6.7201","6.7032","0.06%"
"Mar 07, 2019","6.7149","6.7083","6.7151","6.7034","0.04%"
"Mar 08, 2019","6.7216","6.7268","6.7278","6.7173","0.10%"
"Mar 11, 2019","6.7265","6.7244","6.7315","6.7224","0.07%"
"Mar 12, 2019","6.7085","6.7241","6.7241","6.7038","-0.27%"
"Mar 13, 2019","6.7071","6.7053","6.7123","6.7026","-0.02%"
"Mar 14, 2019","6.7230","6.7077","6.7299","6.7031","0.24%"
"Mar 15, 2019","6.7138","6.7222","6.7302","6.7069","-0.14%"
"Mar 18, 2019","6.7131","6.7139","6.7180","6.7081","-0.01%"
"Mar 19, 2019","6.7119","6.7144","6.7211","6.7095","-0.02%"
"Mar 20, 2019","6.6946","6.7187","6.7198","6.6941","-0.26%"
"Mar 21, 2019","6.6992","6.6806","6.7000","6.6725","0.07%"
"Mar 22, 2019","6.7181","6.7028","6.7183","6.6974","0.28%"
"Mar 25, 2019","6.7094","6.7211","6.7214","6.7053","-0.13%"
"Mar 26, 2019","6.7157","6.7071","6.7167","6.7026","0.09%"
"Mar 27, 2019","6.7271","6.7131","6.7278","6.7111","0.17%"
"Mar 28, 2019","6.7391","6.7266","6.7408","6.7206","0.18%"
"Mar 29, 2019","6.7120","6.7336","6.7364","6.7066","-0.40%"
"Apr 01, 2019","6.7115","6.7125","6.7144","6.7003","-0.01%"
"Apr 02, 2019","6.7233","6.7177","6.7253","6.7149","0.18%"
"Apr 03, 2019","6.7114","6.7229","6.7229","6.7050","-0.18%"
"Apr 04, 2019","6.7174","6.7073","6.7207","6.7065","0.09%"
"Apr 05, 2019","6.7190","6.7190","6.7190","6.7190","0.02%"
"Apr 08, 2019","6.7164","6.7144","6.7218","6.7110","-0.04%"
"Apr 09, 2019","6.7119","6.7127","6.7195","6.7079","-0.07%"
"Apr 10, 2019","6.7159","6.7175","6.7188","6.7098","0.06%"
"Apr 11, 2019","6.7194","6.7132","6.7197","6.7103","0.05%"
"Apr 12, 2019","6.7044","6.7194","6.7235","6.6989","-0.22%"
"Apr 15, 2019","6.7087","6.7043","6.7110","6.7036","0.06%"
"Apr 16, 2019","6.7121","6.7081","6.7134","6.7053","0.05%"
"Apr 17, 2019","6.6882","6.7108","6.7116","6.6841","-0.36%"
"Apr 18, 2019","6.7090","6.6872","6.7095","6.6845","0.31%"
"Apr 19, 2019","6.7042","6.7064","6.7074","6.7002","-0.07%"
"Apr 22, 2019","6.7120","6.7036","6.7149","6.7022","0.12%"
"Apr 23, 2019","6.7259","6.7114","6.7276","6.7084","0.21%"
"Apr 24, 2019","6.7219","6.7251","6.7259","6.7145","-0.06%"
"Apr 25, 2019","6.7431","6.7222","6.7496","6.7222","0.32%"
"Apr 26, 2019","6.7298","6.7436","6.7436","6.7263","-0.20%"
"Apr 29, 2019","6.7336","6.7292","6.7364","6.7265","0.06%"
"Apr 30, 2019","6.7349","6.7328","6.7418","6.7311","0.02%"
"May 01, 2019","6.7349","6.7369","6.7369","6.7349","0.00%"
"May 02, 2019","6.7346","6.7348","6.7348","6.7325","-0.00%"
"May 03, 2019","6.7346","6.7345","6.7346","6.7325","0.00%"
"May 06, 2019","6.7645","6.7379","6.8010","6.7379","0.44%"
"May 07, 2019","6.7769","6.7639","6.7810","6.7563","0.18%"
"May 08, 2019","6.7828","6.7759","6.7850","6.7656","0.09%"
"May 09, 2019","6.8274","6.7823","6.8307","6.7823","0.66%"
"May 10, 2019","6.8240","6.8268","6.8278","6.7951","-0.05%"
"May 13, 2019","6.8784","6.8240","6.8824","6.8240","0.80%"
"May 14, 2019","6.8760","6.8776","6.8888","6.8642","-0.03%"
"May 15, 2019","6.8761","6.8754","6.8812","6.8640","0.00%"
"May 16, 2019","6.8838","6.8747","6.8861","6.8730","0.11%"
"May 17, 2019","6.9186","6.8823","6.9186","6.8823","0.51%"
"May 20, 2019","6.9123","6.9007","6.9174","6.9000","-0.09%"
"May 21, 2019","6.9023","6.9114","6.9179","6.8972","-0.14%"
"May 22, 2019","6.9064","6.9008","6.9159","6.8962","0.06%"
"May 23, 2019","6.9105","6.9057","6.9211","6.9057","0.06%"
"May 24, 2019","6.9002","6.9085","6.9148","6.8966","-0.15%"
"May 27, 2019","6.8979","6.8989","6.8994","6.8804","-0.03%"
"May 28, 2019","6.9101","6.8983","6.9158","6.8983","0.18%"
"May 29, 2019","6.9145","6.9104","6.9182","6.9088","0.06%"
"May 30, 2019","6.9019","6.9131","6.9156","6.8978","-0.18%"
"May 31, 2019","6.9050","6.9027","6.9158","6.8995","0.04%"
"Jun 03, 2019","6.9038","6.9045","6.9101","6.8978","-0.02%"
"Jun 04, 2019","6.9083","6.9034","6.9150","6.8978","0.07%"
"Jun 05, 2019","6.9091","6.9075","6.9150","6.9011","0.01%"
"Jun 06, 2019","6.9097","6.9101","6.9184","6.9070","0.01%"
"Jun 07, 2019","6.9097","6.9122","6.9122","6.9097","0.00%"
"Jun 10, 2019","6.9310","6.9243","6.9365","6.9243","0.31%"
"Jun 11, 2019","6.9114","6.9297","6.9297","6.9075","-0.28%"
"Jun 12, 2019","6.9177","6.9110","6.9236","6.9095","0.09%"
"Jun 13, 2019","6.9216","6.9184","6.9230","6.9153","0.06%"
"Jun 14, 2019","6.9255","6.9205","6.9262","6.9200","0.06%"
"Jun 17, 2019","6.9258","6.9254","6.9276","6.9201","0.00%"
"Jun 18, 2019","6.9032","6.9278","6.9330","6.9022","-0.33%"
"Jun 19, 2019","6.9036","6.9042","6.9115","6.9024","0.01%"
"Jun 20, 2019","6.8520","6.8949","6.8959","6.8440","-0.75%"
"Jun 21, 2019","6.8700","6.8524","6.8793","6.8336","0.26%"
"Jun 24, 2019","6.8770","6.8736","6.8873","6.8700","0.10%"
"Jun 25, 2019","6.8798","6.8715","6.8851","6.8655","0.04%"
"Jun 26, 2019","6.8800","6.8876","6.8937","6.8658","0.00%"
"Jun 27, 2019","6.8771","6.8785","6.8846","6.8738","-0.04%"
"Jun 28, 2019","6.8668","6.8748","6.8801","6.8595","-0.15%"
"Jul 01, 2019","6.8517","6.8673","6.8673","6.8341","-0.22%"
"Jul 02, 2019","6.8729","6.8504","6.8834","6.8504","0.31%"
"Jul 03, 2019","6.8811","6.8763","6.8930","6.8751","0.12%"
"Jul 04, 2019","6.8715","6.8761","6.8773","6.8676","-0.14%"
"Jul 05, 2019","6.8936","6.8741","6.8939","6.8720","0.32%"
"Jul 08, 2019","6.8819","6.8936","6.8960","6.8757","-0.17%"
"Jul 09, 2019","6.8880","6.8879","6.8931","6.8806","0.09%"
"Jul 10, 2019","6.8729","6.8863","6.8895","6.8700","-0.22%"
